dateSold,lotAreaValue,priceChange,zestimate,initialPrice,bedrooms,longitude,latitude,listingStatus,zpid,rent,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,street,city,state,zip,currentPrice,loadDate
,1219.68,0.0,0.0,315000,2,-84.24949,34.065315,FOR_SALE,14650100,0.0,1,2.0,1222,USA,USD,sqft,true,5006 Avalon Dr,Alpharetta,GA,30005,315000.0,2024-03-13
,871.2,0.0,396700.0,389900,3,-84.245995,34.10695,FOR_SALE,68636809,1997.0,1,3.0,1386,USA,USD,sqft,true,920 Prestwyck Ct,Alpharetta,GA,30004,389900.0,2024-03-13
,1197.9,0.0,346100.0,350000,3,-84.27996,34.08371,FOR_SALE,14689246,2350.0,1,2.0,1241,USA,USD,sqft,true,1631 Homestead Trl,Alpharetta,GA,30004,350000.0,2024-03-13
,3049.2,0.0,463000.0,449900,3,-84.24388,34.12933,FOR_SALE,68638468,2500.0,1,3.0,2080,USA,USD,sqft,true,453 Grayson Way,Alpharetta,GA,30004,449900.0,2024-03-13
,1045.44,0.0,503000.0,500000,2,-84.30149,34.05298,FOR_SALE,71752219,2500.0,6,3.0,1720,USA,USD,sqft,true,11177 Calypso Dr,Alpharetta,GA,30009,500000.0,2024-03-13
,1306.8,0.0,661200.0,678000,4,-84.300446,34.05257,FOR_SALE,82617654,4200.0,1,4.0,3750,USA,USD,sqft,true,1871 Adagio Dr,Alpharetta,GA,30009,678000.0,2024-03-13
,2178.0,0.0,1309100.0,1300000,4,-84.29257,34.06852,FOR_SALE,108599857,5599.0,9,5.0,4581,USA,USD,sqft,true,124 Nottaway Ln,Alpharetta,GA,30009,1300000.0,2024-03-13
,1219.68,0.0,0.0,315000,2,-84.24949,34.065315,FOR_SALE,14650100,0.0,1,2.0,1222,USA,USD,sqft,true,5006 Avalon Dr,Alpharetta,GA,30005,315000.0,2024-03-13
,871.2,0.0,396700.0,389900,3,-84.245995,34.10695,FOR_SALE,68636809,1997.0,1,3.0,1386,USA,USD,sqft,true,920 Prestwyck Ct,Alpharetta,GA,30004,389900.0,2024-03-13
,1197.9,0.0,346100.0,350000,3,-84.27996,34.08371,FOR_SALE,14689246,2350.0,1,2.0,1241,USA,USD,sqft,true,1631 Homestead Trl,Alpharetta,GA,30004,350000.0,2024-03-13
,3049.2,0.0,463000.0,449900,3,-84.24388,34.12933,FOR_SALE,68638468,2500.0,1,3.0,2080,USA,USD,sqft,true,453 Grayson Way,Alpharetta,GA,30004,449900.0,2024-03-13
,1045.44,0.0,503000.0,500000,2,-84.30149,34.05298,FOR_SALE,71752219,2500.0,6,3.0,1720,USA,USD,sqft,true,11177 Calypso Dr,Alpharetta,GA,30009,500000.0,2024-03-13
,1306.8,0.0,661200.0,678000,4,-84.300446,34.05257,FOR_SALE,82617654,4200.0,1,4.0,3750,USA,USD,sqft,true,1871 Adagio Dr,Alpharetta,GA,30009,678000.0,2024-03-13
,2178.0,0.0,1309100.0,1300000,4,-84.29257,34.06852,FOR_SALE,108599857,5599.0,9,5.0,4581,USA,USD,sqft,true,124 Nottaway Ln,Alpharetta,GA,30009,1300000.0,2024-03-13
,0.0,0.0,855000.0,650000,3,-121.803215,37.307354,FOR_SALE,19806279,3499.0,1,2.0,1131,USA,USD,,true,1960 Postgate Ct,San Jose,CA,95121,650000.0,2024-03-13
,0.0,-168000.0,1039800.0,1000000,3,-121.8653,37.38144,FOR_SALE,124744332,3800.0,1,4.0,1587,USA,USD,,true,1132 Mallow Ter,San Jose,CA,95133,832000.0,2024-03-13
,871.0,0.0,1265100.0,1199000,3,-121.960365,37.41508,FOR_SALE,19489946,3927.0,1,3.0,1405,USA,USD,sqft,true,4242 Cosenza Loop,San Jose,CA,95134,1199000.0,2024-03-13
,0.0,0.0,0.0,1368000,3,-121.882416,37.37126,FOR_SALE,124746428,0.0,0,3.0,1851,USA,USD,,true,1350 Shore Dr,San Jose,CA,95131,1368000.0,2024-03-13
,0.0,0.0,1363800.0,1398800,4,-121.87895,37.373074,FOR_SALE,122248341,4096.0,0,4.0,2004,USA,USD,,true,1637 Mercado Way,San Jose,CA,95131,1398800.0,2024-03-13
,0.0,0.0,1286200.0,1198950,3,-121.89364,37.386017,FOR_SALE,19563632,3999.0,1,3.0,1790,USA,USD,,true,1230 Oregold Pl,San Jose,CA,95131,1198950.0,2024-03-13
,0.0,0.0,855000.0,650000,3,-121.803215,37.307354,FOR_SALE,19806279,3499.0,1,2.0,1131,USA,USD,,true,1960 Postgate Ct,San Jose,CA,95121,650000.0,2024-03-13
,0.0,-168000.0,1039800.0,1000000,3,-121.8653,37.38144,FOR_SALE,124744332,3800.0,1,4.0,1587,USA,USD,,true,1132 Mallow Ter,San Jose,CA,95133,832000.0,2024-03-13
,871.0,0.0,1265100.0,1199000,3,-121.960365,37.41508,FOR_SALE,19489946,3927.0,1,3.0,1405,USA,USD,sqft,true,4242 Cosenza Loop,San Jose,CA,95134,1199000.0,2024-03-13
,0.0,0.0,0.0,1368000,3,-121.882416,37.37126,FOR_SALE,124746428,0.0,0,3.0,1851,USA,USD,,true,1350 Shore Dr,San Jose,CA,95131,1368000.0,2024-03-13
,0.0,0.0,1363800.0,1398800,4,-121.87895,37.373074,FOR_SALE,122248341,4096.0,0,4.0,2004,USA,USD,,true,1637 Mercado Way,San Jose,CA,95131,1398800.0,2024-03-13
,0.0,0.0,1286200.0,1198950,3,-121.89364,37.386017,FOR_SALE,19563632,3999.0,1,3.0,1790,USA,USD,,true,1230 Oregold Pl,San Jose,CA,95131,1198950.0,2024-03-13
